Id,Source,Translation,Comment,Modified
JWK-Hint-GarageSpotNoVehicle,There is no vehicle assigned to the parking spot.,주차 장소에 차량이 할당되지 않았습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-MoneyTransferNoRecipients,There is no one nearby to transfer money to.,근처에 돈을 옮길 사람은 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-MoneyTransferSent,Money has been transferred.,돈이 양도되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-MoneyTransferTooFarAway,You are too far away to transfer money.,당신은 돈을 송금하기에는 너무 멀리 떨어져 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-NewGame-FactionAmbientDuplicated,The same faction cannot be used as civilians and a conflict side simultaneously. Please select different factions to continue.,동일한 진영은 민간인과 동시에 갈등을 사용할 수 없습니다. 계속할 다른 파벌을 선택하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-NewGame-FactionEnemyAsFriendly,The same faction cannot be used as enemy and allied forces simultaneously. Please select different factions to continue.,동일한 파벌은 적과 연합군으로 동시에 사용될 수 없습니다. 계속할 다른 파벌을 선택하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-NewGame-FactionPlayerDuplicated,The same faction cannot be selected for players and another conflict side simultaneously. Please select different factions to continue.,플레이어와 다른 갈등 측면에서도 동일한 진영을 선택할 수 없습니다. 계속할 다른 파벌을 선택하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-Ownership-Abandoned,You have abandoned ownership over this item.,이 항목에 대한 소유권을 버렸습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-Ownership-Taken,You claimed ownership over this item. This allows you to control who can access it.,이 항목에 대한 소유권을 주장했습니다. 이를 통해 누가 액세스 할 수 있는지 제어 할 수 있습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementCantAttachToThis,This item cannot be attached to this object.,이 항목은이 객체에 첨부 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementCantPlaceAny,You cannot place anything here.,여기에 아무것도 배치 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementCantPlaceThis,You cannot place this here.,여기에 배치 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyCheckpoint,You are too close to an enemy checkpoint to place here.,당신은 여기에 배치하기에는 적의 검문소에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyEnemyCamp,You are too close to an enemy camp to place here.,당신은 여기에 적의 캠프에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyFactory,You are too close to a factory to place here.,당신은 여기에 배치하기에는 공장에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyIllegalArea,You cannot place this in an illegal zone.,이것을 불법 구역에 배치 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyMilitaryBase,You are too close to a military base to place here.,당신은 여기에 배치하기에는 군사 기지에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyPlayerFob,You are too close to an existing FOB to place here.,당신은 여기에 배치하기에는 기존의 FOB에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyPort,You are too close to a port to place here.,당신은 여기에 배치하기에는 항구에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyRadarSite,You are too close to an enemy radar site to place here.,당신은 여기에 적의 레이더 사이트에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyRadioTower,You are too close to an enemy radio tower to place here.,당신은 여기에 적의 라디오 타워에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementDenyTown,You are too close to a town to place here.,당신은 여기에 마을에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PlacementMustPlaceOnWall,This item has to be placed on a vertical surface.,이 항목은 수직 표면에 배치해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PosterAlreadyPostered,A poster has been already placed here.,포스터가 이미 여기에 배치되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PosterAnotherTooClose,Selected placement is too close to another poster.,선택된 배치는 다른 포스터에 너무 가깝습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-PosterAreaMaxed,No more posters can be placed in this area.,이 지역에는 더 이상 포스터를 배치 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-ResourcesNotEnoughSpaceToStore,There is no space left to store the resources.,자원을 저장할 공간이 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-RespawnLocationUnavailable,This respawn location is now unavailable.,이 Respawn 위치는 이제 사용할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-RespawnNoLocationsAvailable,You can't respawn at any location right now.,지금 어떤 위치에서도 다시 호출 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-ShopBusinessHoursClosed,This shop is currently closed. Come back later within business hours.,이 가게는 현재 문을 닫았습니다. 업무 시간 내에 나중에 다시 오십시오.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-ShopPlayerCantStoreItem,You have no space in your inventory to buy this item.,이 항목을 구입할 공간이 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-ShopStorageNoSpace,Not enough space in storage to perform purchase.,구매를 수행하기에 저장 공간이 충분하지 않습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-TownDonateNoSupplies,You do not have any supplies that could be donated.,기부 할 수있는 소모품이 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Hint-TownDonateOk,You have donated supplies to the town.,당신은 마을에 보급품을 기증했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-CivilianDeath,"%1, a civilian, has been killed near %2.",민간인 인 %1은 %근처에서 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-PlayerDeath,%1 has been killed near %2.,%1은 %2에 거의 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-PlayerDeathFriendlyFire,%1 has been killed by friendly fire near %2.,%1은 %근처의 우호적 인 화재로 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-PlayerDeathSuicide,%1 has died near %2.,%1은 %2에 가까운 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-ResistanceDeath,"%1, a %3 fighter, has been killed near %2.",%3 전투기 인 %1은 %2에 가까운 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-HistoryEvent-ResistanceDeathFriendlyFire,"%1, a %3 fighter, has been killed near %2 by friendly fire.",%3 전투기 인 %1은 우호적 인 화재로 %2에 가까운 사망했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-InventoryUI-HintBloodied,Your clothes are bloodied.,당신의 옷에 피가 흘 렸습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Item-R148-FIA,R-148 Radio (FIA),R-148 라디오 (FIA),,03 Aug 2025 17:21:43 +0200
JWK-Item-R148-USSR,R-148 Radio (USSR),R-148 라디오 (USSR),,03 Aug 2025 17:21:43 +0200
JWK-Journal-ResistancePassphrases-Intro,"%1 uses passphrases to avoid deconspiration, as listed in the schedule below. Make sure to use the correct one when contacting resistance members to authenticate yourself.",%1은 아래 일정에 나열된대로 분해를 피하기 위해 암호를 사용합니다. 저항 멤버에게 연락 할 때 올바른 것을 사용하여 자신을 인증하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-Journal-ResistanceRadioSchedule-Intro,"%1 changes its operating radio frequency according to the listing below. To establish radio communication with HQ, you must use the correct passphrase while within range of a controlled radio tower.",%1은 아래 목록에 따라 작동 무선 주파수를 변경합니다. HQ와의 무선 통신을 설정하려면 제어 된 라디오 타워 범위 내에서 올바른 암호를 사용해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-JournalContent-Objectives,Objectives,목표,,03 Aug 2025 17:21:43 +0200
JWK-JournalEntry-Coordinates,Coordinates,좌표,,03 Aug 2025 17:21:43 +0200
JWK-JournalEntry-Location,Location,위치,,03 Aug 2025 17:21:43 +0200
JWK-JournalUI-CurrentDayNo,Day %1,날 %1,,03 Aug 2025 17:21:43 +0200
JWK-JournalUI-Next,Next,다음,,03 Aug 2025 17:21:43 +0200
JWK-JournalUI-Prev,Previous,이전의,,03 Aug 2025 17:21:43 +0200
JWK-JournalUI-Title,Journal,신문,,03 Aug 2025 17:21:43 +0200
JWK-LoadFailedUI-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.","이 버전의 모드와 호환되지 않는 게임 데이터 저장이 감지되었습니다. 새로운 캠페인을 시작하거나 업데이트를 계속 재생하도록하십시오. <br/> <br/> 관리 메뉴에서 ""<b> 다시 시작 </b>""옵션을 사용하거나 관리 메뉴에서 ""<b> 와이프 저장 데이터 </b>""를 다시 시작하십시오.",,03 Aug 2025 17:21:43 +0200
JWK-LoadFailedUI-Title,Incompatible save game,호환되지 않는 저장 게임,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Airport,Airport,공항,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Armory,Armory,병기고,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-BusStop,Bus stop,버스 정류장,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Camp,Camp,캠프,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-ClothingStore,Clothing store,의류 상점,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-FOB,FOB,본선 인도,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Factory,Factory,공장,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-FerryStop,Ferry stop,페리 스탑,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-FuelStation,Fuel station,연료 스테이션,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Garage,Garage,차고,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-GeneralStore,General store,일반 상점,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Helipad,Helipad,헬리핀,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Jail,Jail,교도소,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-MOB,Military base,군사 기지,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Mail,Post office,우체국,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-MedicalStore,Medical store,의료 저장소,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Phone,Phone booth,전화 부스,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Port,Port,포트,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Poster,Poster location,포스터 위치,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-RadarSite,Radar site,레이더 사이트,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-RadioTower,Radio tower,라디오 타워,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-RepairStation,Repair station,수리 스테이션,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Resistance,Resistance,저항,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-ResourceStorage,Resource storage,자원 저장,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Town,Town,도시,,03 Aug 2025 17:21:43 +0200
JWK-MapLegend-Village,Village,마을,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-ControllingFaction,Controlling Faction,진영 통제,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-DisplaySettings,Map display settings,지도 디스플레이 설정,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-FactionNone,none,없음,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Factory,Factory,공장,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-FactoryProductionRate,Produces %1 supplies per hour between 8:00 and 16:00 when under control of the resistance.,저항을 통제 할 때 8:00에서 16:00 사이에 시간당 %1 공급을 생산합니다.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-KeepTownControlTip,Keep control by maintaining at least %1% population support.,최소 1 % 인구 지원을 유지하여 통제를 유지하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-MilitaryBase,Military Base,군사 기지,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-PopulationSupport,Population Support,인구 지원,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Port,Port,포트,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-RadarSite,Radar Site,레이더 사이트,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-RadarSiteTip,Destroy all radars to neutralize the site.,모든 레이더를 파괴하여 사이트를 중화하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-RadioTower,Radio Tower,라디오 타워,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-ResistanceHIdeout,Hideout,은신처,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-ResistanceHqHideout,HQ hideout,본사 은신처,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Resources,Resources,자원,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Settings-FobPlacement,FOB placement,FOB 배치,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Settings-IllegalZones,Illegal zones,불법 구역,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Settings-RadioSignal,Radio signal,무선 신호,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Settings-TerritoryControl,Territory control,영토 통제,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-SignalRange,Signal Range,신호 범위,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Stability,Stability,안정,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-TakeTownControlTip,Take control by raising population support to %1% and keeping the threat level below %2%.,인구 지원을 %1 %로 높이고 위협 수준을 %2 %미만으로 유지함으로써 통제권을 갖습니다.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-TakeTownControlTipBattle,Start the battle by increasing the threat level to %2% and ensuring at least %1% population support.,위협 수준을 % 2 %로 늘리고 최소 1 % 인구 지원을 보장하여 전투를 시작하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-ThreatLevel,Threat Level,위협 수준,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-TownHideout-CreateTip,Establish a hideout by raising population support to %1%.,인구 지원을 %1 %로 높이면 은신처를 설정하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-TownHideout-LoseTip,Keep population support above %1% to maintain the hideout.,은신처를 유지하려면 인구 지원을 % 1 % 이상으로 유지하십시오.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Travel-BusStop,Bus stop,버스 정류장,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Travel-Cost,Travel will cost %1.,여행 비용은 %1입니다.,,03 Aug 2025 17:21:43 +0200
JWK-MapUI-Travel-FerryStop,Ferry stop,페리 정지,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-AmbientFaction,Civilian faction,민간 파벌,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-EnemyFaction,Enemy faction,적의 진영,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-MoneyFormat,Money format,머니 형식,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-MoneyFormatWarning,Must contain {value} placeholder.,{value} 자리 표시자를 포함해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-PlayerFaction,Player faction,플레이어 파벌,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-StartGame,Start Game,게임을 시작하십시오,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-SupportingFaction,Allied faction,연합군 진영,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-TabDifficulty,Difficulty,어려움,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-TabSetup,Setup,설정,,03 Aug 2025 17:21:43 +0200
JWK-NewGameUI-Title,New game,새로운 게임,,03 Aug 2025 17:21:43 +0200
JWK-Notification-BankPlayerMoneyReceived,%1 has sent you %2.,%1은 당신에게 %2를 보냈습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-BattleStartingFactory,Battle for %1 will begin soon.,%1의 전투는 곧 시작될 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-BattleStartingMilitaryBase,Battle for %1 will begin soon.,%1의 전투는 곧 시작될 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-BattleStartingTown,Battle for %1 will begin soon.,%1의 전투는 곧 시작될 것입니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlFactoryGained,The resistance took control over %1.,저항은 %1을 통제했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlFactoryNotGained,The resistance failed to take control over %1.,저항은 %1 이상을 통제하지 못했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlMilitaryBaseGained,The resistance took control over %1.,저항은 %1을 통제했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlMilitaryBaseNotGained,The resistance failed to take control over %1.,저항은 %1 이상을 통제하지 못했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlRadarSiteGained,Military radar site near %1 has been destroyed by the resistance.,%1 근처의 군사 레이더 부위는 저항에 의해 파괴되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlRadioTowerGained,The resistance has captured a radio tower near %1.,저항은 %1 근처의 라디오 타워를 포착했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlTownDefended,The resistance defended their control over %1.,저항은 %1에 대한 통제를 방어했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlTownGained,%2 took control over %1.,%2는 %1을 통제했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlTownLost,%2 lost control over %1.,%2 %에 대한 제어 상실 1.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-ControlTownNotGained,The resistance failed to take control over %1.,저항은 %1 이상을 통제하지 못했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-EnemyCampCleared,The resistance cleared an enemy camp near %1.,저항은 %1 근처의 적 캠프를 제거했다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-GameFinishedDefeat,The uprising started by %1 has been crushed. %2 remains under %3 control.,%1으로 시작된 봉기는 분쇄되었습니다. %2는 %3 컨트롤 미만으로 유지됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-GameFinishedVictory,%1 has won the uprising and took control over %2. Good job!,%1은 봉기에서 승리했으며 %2를 통제했습니다. 잘했어요!,,03 Aug 2025 17:21:43 +0200
JWK-Notification-GameStarted,"A new revolution has started. Rise up, people of %1!","새로운 혁명이 시작되었습니다. 올라 오세요, %1의 사람들!",,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutBackInOperation,The resistance hideout in %1 is back in operation.,%1의 저항 은신처가 다시 작동합니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutDisbanded,The resistance hideout in %1 has been shut down.,%1의 저항 은신처가 종료되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutEstablished,The resistance has established a new hideout in %1.,저항은 %1의 새로운 은신처를 설정했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutHqDanger,The resistance HQ near %1 has been shut down due to imminent danger.,임박한 위험으로 인해 %1 근처의 저항 본부가 폐쇄되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutHqEstablished,The resistance has established a new HQ hideout.,저항은 새로운 본사 은신처를 설정했습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutHqVipKilled,The %1 HQ near %2 is shut down due to operator death.,%2에 가까운 %1 본부는 운영자 사망으로 인해 종료됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutTooHot,The resistance hideout in %1 is inoperable due to imminent danger.,%1의 저항 은신처는 임박한 위험으로 인해 수술 할 수 없습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-HideoutVipKilled,The %1 hideout in %2 is shut down due to operator death.,%2의 %1 은신처는 운영자 사망으로 인해 종료됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-JournalUpdated,Journal has been updated.,저널이 업데이트되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-PlayerFobEstablished,%2 has been established by %1 near %3.,%2는 %1에 의해 확립되었다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-QuestReceivedMoney,You receive %1 for completing the job.,작업을 완료 한 경우 %1을받습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-RadioTowerDestroyed,Radio tower near %1 has been destroyed.,%1 근처의 라디오 타워가 파괴되었습니다.,,03 Aug 2025 17:21:43 +0200
JWK-Notification-SupporterDonationsIncome,You received %1 from your supporters.,당신은 당신의 지지자들로부터 %1을 받았습니다.,,03 Aug 2025 17:21:43 +0200
JWK-PauseUI-Admin,Admin menu,관리자 메뉴,,08 May 2025 21:39:19 +0200
JWK-PhoneContact-MilitaryPolice,Military Police,군 경찰,,10 May 2025 20:10:17 +0200
JWK-PhoneContact-ResistanceHQ,Resistance HQ,저항 본부,,04 Jun 2025 01:13:20 +0200
JWK-PhoneUI-Call,Call number,전화 번호,,09 May 2025 00:16:31 +0200
JWK-PhoneUI-Calling,Calling...,부름...,,09 May 2025 21:35:59 +0200
JWK-PhoneUI-Contacts,Contacts,콘택트 렌즈,,10 May 2025 20:06:27 +0200
JWK-PhoneUI-Delete,Delete,삭제,,09 May 2025 00:16:41 +0200
JWK-PhoneUI-HangUp,Hang up,끊다,,10 May 2025 16:26:37 +0200
JWK-PhoneUI-Keypad,Keypad,키패드,,09 May 2025 00:15:59 +0200
JWK-PlaceItem-BarbedWire,Barbed wire,가시 철사,,23 Feb 2025 22:16:24 +0100
JWK-PlaceItem-BarbedWire_Description,Slow down your visitors.,방문자를 늦추십시오.,,23 Feb 2025 22:16:50 +0100
JWK-PlaceItem-CustomSign,Custom sign,맞춤 표지판,,18 May 2025 12:13:15 +0200
JWK-PlaceItem-CustomSign_Description,Keeps your stuff organized.,물건을 정리하십시오.,,12 Feb 2025 21:04:24 +0100
JWK-PlaceItem-CustomSign_DescriptionLong,Sign with an editable text.,편집 가능한 텍스트로 서명하십시오.,,18 May 2025 12:16:14 +0200
JWK-PlaceItem-EquipmentBox,Equipment box,장비 상자,,18 May 2025 12:13:13 +0200
JWK-PlaceItem-EquipmentBox_Description,Store your items securely.,품목을 안전하게 저장하십시오.,,12 Feb 2025 21:04:12 +0100
JWK-PlaceItem-EquipmentBox_DescriptionLong,Inventory storage box with reasonable capacity for personal equipment. Can be locked to protect the items.,개인 장비를위한 합리적인 용량을 갖춘 재고 저장 상자. 품목을 보호하기 위해 잠겨 있습니다.,,18 May 2025 12:14:49 +0200
JWK-PlaceItem-FOB,FOB,본선 인도,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-FOB_Description,Forward Operating Base,전방 운영 기반,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-FOB_DescriptionLong,Placing the flag will establish a new operating base.,깃발을 배치하면 새로운 운영 기반이 설정됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-Floodlights,Floodlights,투광 조명,,12 Feb 2025 21:53:28 +0100
JWK-PlaceItem-Floodlights_Description,Enlighten yourself.,자신을 깨달으십시오.,,02 Jul 2025 18:24:22 +0200
JWK-PlaceItem-Floodlights_DescriptionLong,The light can be switched on and off.,조명을 켜거나 끄질 수 있습니다.,,18 May 2025 12:15:46 +0200
JWK-PlaceItem-Hedgehog,Hedgehog,고슴도치,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-Hedgehog_Description,Use to block roads.,도로를 차단하는 데 사용됩니다.,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-Lamps,Lamps,램프,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-Sandbags,Sandbags,모래 주머니,,03 Aug 2025 17:21:43 +0200
JWK-PlaceItem-Sandbags_Description,Basic building block of a defensive position.,방어 위치의 기본 빌딩 블록.,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-MovementSpeed,Movement speed,운동 속도,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-NextItem,Next item,다음 항목,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-PrevItem,Previous item,이전 항목,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-RotateLeft,Rotate left,왼쪽으로 회전하십시오,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-RotateRight,Rotate right,오른쪽으로 회전하십시오,,03 Aug 2025 17:21:43 +0200
JWK-PlaceUI-Title,Place,장소,,03 Aug 2025 17:21:43 +0200
JWK-PlayerRestUI-ButtonCancelReady,Cancel ready,준비를 취소하십시오,,16 Apr 2025 17:35:22 +0200
JWK-PlayerRestUI-ButtonRest,Rest,나머지,,16 Apr 2025 17:35:02 +0200
JWK-PlayerRestUI-ButtonSetReady,Set ready,준비하십시오,,16 Apr 2025 17:35:14 +0200
JWK-PlayerRestUI-Duration,Duration,지속,,16 Apr 2025 16:13:59 +0200
JWK-PlayerRestUI-PlayersReady,Ready,준비가 된,,16 Apr 2025 16:18:53 +0200
JWK-PlayerRestUI-Title,Resting,휴식,,16 Apr 2025 16:13:52 +0200
JWK-PlayerRestUI-WaitingForPlayers,Waiting for all players,모든 플레이어를 기다리고 있습니다,,16 Apr 2025 17:59:26 +0200
JWK-PreGameUI-Message,"Please wait for the server administrator to configure and start a new game. If you are the administrator, please log in by typing the command below into the chat.",서버 관리자가 새 게임을 구성하고 시작할 때까지 기다리십시오. 귀하가 관리자 인 경우 아래 명령을 채팅에 입력하여 로그인하십시오.,,11 Apr 2025 19:08:33 +0200
JWK-PreGameUI-Message2,We encourage you to check out <b>Field Manual</b> to learn more about this game mode while you are waiting.,기다리는 동안이 게임 모드에 대해 자세히 알아 보려면 <b> Field Manual </b>를 확인하는 것이 좋습니다.,,11 Apr 2025 19:12:26 +0200
JWK-PropagandaPosterItem,Propaganda Poster,선전 포스터,,28 Dec 2024 16:10:58 +0100
JWK-PropagandaPosterItem-Desc,Posters can be hanged in various places to increase civilian population support and increase visibility of the resistance.,포스터는 민간인 인구 지원을 높이고 저항의 가시성을 높이기 위해 다양한 장소에 매달릴 수 있습니다.,,20 Jan 2025 21:52:26 +0100
JWK-QuestObjective-ClearCamp,Clear the camp.,캠프를 정리하십시오.,,22 Jun 2025 13:44:17 +0200
JWK-QuestObjective-EliminateTarget,Eliminate the target.,목표를 제거하십시오.,,19 Jun 2025 16:39:15 +0200
JWK-QuestObjective-PlacePosters,Place posters.,포스터를 배치하십시오.,,19 Jun 2025 16:39:25 +0200
JWK-QuestObjective-ReportToResistance,Report back to the resistance.,저항으로 다시보고하십시오.,,19 Jun 2025 16:39:49 +0200
JWK-QuestObjective-TriggerAlarm,Trigger the alarm.,알람을 트리거하십시오.,,22 Jun 2025 12:57:46 +0200
JWK-QuestObjective-TurnDogtags,Turn in enemy dogtags.,적의 도그 타그를 돌리십시오.,,19 Jun 2025 16:39:35 +0200
JWK-RadialMenu-Build,Build,짓다,,25 Mar 2025 00:24:45 +0100
JWK-RadialMenu-GameProgress,Campaign progress,캠페인 진행,,25 Mar 2025 00:23:48 +0100
JWK-RadialMenu-Journal,Journal,신문,,19 May 2025 21:15:21 +0200
JWK-RadialMenu-Place,Place,장소,,25 Mar 2025 00:24:49 +0100
